A5_1,A5_2,A5_3,A5_4,A5_5,A5_6,A5_7,A5_8,A5_9,A5_10,A5_11,A5_12,A5_13,A5_14,A5_15,A5_16,A5_17,A5_18,A5_19,A5_20,A5_21,D_TRA1_1_SPOT
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,강원도 강릉시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,충청북도 단양군
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,가족/친지/친구 방문,,,,강원도 강릉시
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,경상북도 안동시
자연 및 풍경감상,,,,,휴식/휴양,,,,,,,,,,,,,,,,충청북도 증평군
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,충청북도 옥천군
,,,,,,,,,,,,,,,,,,,,,세종특별자치시 세종시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,충청북도 제천시
,,,,,,,,,,,,,,,,,,,,,세종특별자치시 세종시
,,,,,,,,,,,,,,,,,,,,,
,,,,,휴식/휴양,,,,,,,,,,,,,,,,강원도 원주시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,충청남도 공주시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,음식관광(지역 맛집 등),,,,,,쇼핑,,,,,,,,,,,,,,충청북도 청주시
,,,,,,,,,,,,,,,,,,,,,서울특별시 관악구
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,,,,,충청북도 단양군
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,충청북도 제천시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,,,,,휴식/휴양,,,,,,,,,,,,가족/친지/친구 방문,,,,충청북도 진천군
,,,,,,,,,,,,,,,,,,,,,충청북도 청주시
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,가족/친지/친구 방문,,,,충청북도 제천시
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,,,,,경상북도 문경시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,시티투어,,,,,,,충청북도 제천시
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,,,,,휴식/휴양,,,,,,,,,시티투어,,,,,,,제주특별자치도 제주시
자연 및 풍경감상,,,,,휴식/휴양,,,,,,,,,시티투어,,,,,,,제주특별자치도 제주시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,충청북도 보은군
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,기타,서울특별시 금천구
,,,,,,,,,,,,,,,,,가족/친지/친구 방문,,,,강원도 강릉시
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,부산광역시 해운대구
,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,가족/친지/친구 방문,,,,충청북도 청주시
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,,,,,,,,지역 문화예술/공연/전시시설 관람,,,,,,,,,,,,,대전광역시 유성구
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,강원도 강릉시
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,,,,,충청북도 제천시
자연 및 풍경감상,,,,,휴식/휴양,,,,,,,,,,,,,,,,충청남도 아산시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,,종교/성지순례,,,,,,,,,충청북도 보은군
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,,,,,휴식/휴양,,,,,,,,,,,,,,,,충청북도 단양군
자연 및 풍경감상,,,,,휴식/휴양,,,,,,,,,,,,,,,,전라북도 고창군
자연 및 풍경감상,,,,,휴식/휴양,,,,,,,,,,,,,,,,강원도 속초시
,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,충청북도 단양군
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,,,,,충청북도 제천시
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,지역 문화예술/공연/전시시설 관람,,,,,,,,,,,,,강원도 속초시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,,,,,경상북도 포항시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,,종교/성지순례,,,,,,,,,충청북도 단양군
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,,,,,충청북도 보은군
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,,,,,대전광역시 유성구
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,충청남도 아산시
자연 및 풍경감상,음식관광(지역 맛집 등),,역사 유적지 방문,,휴식/휴양,,,,,,,,,,,,,,,,충청북도 청주시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,충청북도 괴산군
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,충청북도 단양군
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,,,,,드라마 촬영지 방문,,,회의참가/시찰,,,충청북도 제천시
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,강원도 원주시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,,,,,휴식/휴양,온천/스파,,,,,,,,시티투어,,,,,,,경상북도 영덕군
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,시티투어,,,,,,,제주특별자치도 제주시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,,,,,휴식/휴양,,,,,,,,,시티투어,,,,,,,경상북도 문경시
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,시티투어,,,,,,,강원도 삼척시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,충청북도 보은군
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,충청북도 보은군
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,충청북도 괴산군
자연 및 풍경감상,음식관광(지역 맛집 등),"야외 위락 및 스포츠, 레포츠 활동",,,휴식/휴양,,,,,,,,,,,,,,,,충청북도 단양군
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,가족/친지/친구 방문,,,,충청남도 논산시
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,,,,,강원도 원주시
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,충청북도 단양군
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,온천/스파,,,,,,,,,,,,,,,충청북도 충주시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,쇼핑,,,,,,,,,,,,,,충청북도 단양군
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,강원도 영월군
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,,,,,휴식/휴양,,,,,,,,,,,,,,,,전라남도 목포시
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,,,,,전라북도 고창군
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,,,,,휴식/휴양,,,,,,,,,,,,,,,,강원도 원주시
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,,,,,휴식/휴양,,,,,,,,,,,,,,,,충청북도 보은군
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,전라북도 전주시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,,,,,휴식/휴양,,,,,,,,,,,,,,,,강원도 영월군
,,,,,,,,,,,,,,,,,,,,,충청북도 옥천군
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,,,,,,,,,,,,,,,,,,,,,충청북도 단양군
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,,,역사 유적지 방문,,,,,,,,,,,시티투어,,,,,,,강원도 영월군
,,,,,,,,,,,,,,,,,,,,,충청북도 청주시
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,가족/친지/친구 방문,,,,강원도 원주시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,역사 유적지 방문,,,,,,,,,,,,,,,,,,충청북도 보은군
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,가족/친지/친구 방문,,,,충청북도 음성군
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,,,,,,,,,,,,,,,,,,,,,강원도 영월군
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,,,,,전라북도 무주군
,,,,,,,,,,,,,,,,,가족/친지/친구 방문,,,,충청북도 청주시
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,,,역사 유적지 방문,,,,,,,,,,,,,,,,,,충청북도 진천군
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,가족/친지/친구 방문,,,,강원도 춘천시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,충청북도 단양군
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,전라북도 익산시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,,,,,휴식/휴양,,,,,,,,,,,,,,,,충청북도 단양군
자연 및 풍경감상,음식관광(지역 맛집 등),,역사 유적지 방문,,,,쇼핑,,,,,,,,,,,,,,강원도 인제군
,,,,,,,,,,,,,,,,,,,,,충청북도 충주시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,경상북도 안동시
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,충청북도 충주시
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,쇼핑,,,,,,,,,,,,,,충청북도 단양군
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,강원도 원주시
자연 및 풍경감상,,,,,휴식/휴양,,,,,,,,,,,,,,,,강원도 원주시
,,,,,,,,,,,,,,,,,,,,,충청북도 괴산군
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,가족/친지/친구 방문,,,,경상북도 문경시
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,가족/친지/친구 방문,,,,충청북도 충주시
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,가족/친지/친구 방문,,,,충청북도 단양군
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,음식관광(지역 맛집 등),,,,,,쇼핑,,,,,,,,,,,,,,충청북도 충주시
자연 및 풍경감상,음식관광(지역 맛집 등),,역사 유적지 방문,"테마파크, 놀이시설, 동/식물원 방문",휴식/휴양,,쇼핑,,,,,,,시티투어,,,,,,,제주특별자치도 제주시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,충청북도 진천군
자연 및 풍경감상,음식관광(지역 맛집 등),,역사 유적지 방문,,휴식/휴양,,,,,,,,,,,,,,,,강원도 영월군
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,,,,,강원도 강릉시
,,,,,,,,,,,,,,,,,,,교육/훈련/연수,,강원도 원주시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,회의참가/시찰,,,충청북도 충주시
,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,,,,,강원도 춘천시
,,,,,,,,,,,,,,,,,,,,,
,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,,,,,충청북도 충주시
,,,,,,,쇼핑,,,,,,,,,,,,,,강원도 원주시
,,,,,,,,,,,,,,,,,가족/친지/친구 방문,,,,강원도 원주시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,역사 유적지 방문,,,,,,,,,,,,,,가족/친지/친구 방문,,,,충청북도 충주시
,음식관광(지역 맛집 등),"야외 위락 및 스포츠, 레포츠 활동",,,,,,,,,,,,,,,,,,,충청북도 충주시
,,,,,,,,,,,,,,,,,,,,,
,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,드라마 촬영지 방문,,,,,,강원도 강릉시
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,가족/친지/친구 방문,,,,강원도 영월군
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,쇼핑,,,,,,,시티투어,드라마 촬영지 방문,,,,,,강원도 삼척시
자연 및 풍경감상,음식관광(지역 맛집 등),,,"테마파크, 놀이시설, 동/식물원 방문",휴식/휴양,,,,,,,,,,,,,,,,충청북도 청주시
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,,,,"테마파크, 놀이시설, 동/식물원 방문",휴식/휴양,,,,,,,,,,,,,,,,경기도 용인시
자연 및 풍경감상,,,,,휴식/휴양,,,,,,,종교/성지순례,,,,,,,,,충청북도 단양군
자연 및 풍경감상,음식관광(지역 맛집 등),"야외 위락 및 스포츠, 레포츠 활동",,,휴식/휴양,,,,,,,,,,,,,,,,충청북도 단양군
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,,,,,강원도 영월군
자연 및 풍경감상,,,,,휴식/휴양,,쇼핑,,,,,,,,,,가족/친지/친구 방문,,,,강원도 원주시
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,가족/친지/친구 방문,,,,충청북도 충주시
,,,,,,,,,,,,,,,,,,,,,경상북도 문경시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,,,,,휴식/휴양,,,,,,,,,,,,가족/친지/친구 방문,,,,충청북도 단양군
자연 및 풍경감상,음식관광(지역 맛집 등),,,"테마파크, 놀이시설, 동/식물원 방문",,,,,,,,,,,드라마 촬영지 방문,,,,,,강원도 속초시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,,,,,강원도 원주시
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,,,,,인천광역시 부평구
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,쇼핑,,,,,,,,드라마 촬영지 방문,,,,,,강원도 강릉시
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,,,,,충청북도 충주시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,충청북도 충주시
자연 및 풍경감상,,,,,휴식/휴양,,,,,,,,,시티투어,,,,,,,제주특별자치도 제주시
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,강원도 영월군
자연 및 풍경감상,,,,,휴식/휴양,,,,,,,,,시티투어,,,,,,,충청북도 단양군
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,,,,,휴식/휴양,,,,,,,,,시티투어,,,,,,,제주특별자치도 제주시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,,,,,휴식/휴양,,쇼핑,,,,,,,,,,,,,,충청북도 청주시
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,지역 문화예술/공연/전시시설 관람,,,,,,,,,,,,,강원도 강릉시
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,교육/체험 프로그램 참가,,,,,,,,,,대전광역시 동구
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,강원도 원주시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,"테마파크, 놀이시설, 동/식물원 방문",,,,지역 문화예술/공연/전시시설 관람,,,교육/체험 프로그램 참가,,,,,,,,,,제주특별자치도 서귀포시
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,,,,,강원도 원주시
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,가족/친지/친구 방문,,,,강원도 속초시
자연 및 풍경감상,,,,,휴식/휴양,,,,,,,,,,,,,,,,충청북도 충주시
자연 및 풍경감상,,,,,휴식/휴양,,,,,,,,,,,,,,,,충청북도 단양군
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,쇼핑,,,,,,,,,,,,,,대전광역시 유성구
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,대전광역시 서구
,,,,,,,,,,,,,,,,,,,,,
,,"야외 위락 및 스포츠, 레포츠 활동",,,휴식/휴양,,,,,,,,,,,,,,,,충청북도 진천군
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),"야외 위락 및 스포츠, 레포츠 활동",,,휴식/휴양,,,,,,,,,,,,,,,,강원도 삼척시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,역사 유적지 방문,,,,,,,,,,,,,,,,,,경상북도 안동시
자연 및 풍경감상,,,,,휴식/휴양,,,,,,,,,,,,,,,,충청남도 보령시
,음식관광(지역 맛집 등),"야외 위락 및 스포츠, 레포츠 활동",,,휴식/휴양,,,,,,,,,,,,,,,,전라남도 여수시
,,,,,,,,,,,,,,,,,,,,,
,음식관광(지역 맛집 등),"야외 위락 및 스포츠, 레포츠 활동",,,휴식/휴양,,,,,,,,,,,,,,,,강원도 정선군
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,,,,,강원도 동해시
,,,,,,,,,,,,,,,,,,,,,
,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,충청북도 청주시
자연 및 풍경감상,,,,,휴식/휴양,,,,,,,,,,,,,,,,강원도 평창군
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,충청북도 청주시
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,충청북도 보은군
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,지역 문화예술/공연/전시시설 관람,,,,,,,,유흥/오락,,,,,충청북도 영동군
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,대전광역시 대덕구
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,강원도 강릉시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,"테마파크, 놀이시설, 동/식물원 방문",휴식/휴양,,,,,,,,,,,,,,,,강원도 원주시
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,역사 유적지 방문,,휴식/휴양,,,,,,,,,,드라마 촬영지 방문,,,,,,강원도 강릉시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,경기도 가평군
자연 및 풍경감상,음식관광(지역 맛집 등),,역사 유적지 방문,,,,,,,,,,,,,,,,,,충청북도 보은군
자연 및 풍경감상,,,,"테마파크, 놀이시설, 동/식물원 방문",휴식/휴양,,,,,,,,,,,,,,,,경기도 용인시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),"야외 위락 및 스포츠, 레포츠 활동",,,휴식/휴양,,쇼핑,,,,,,,,,,,,,,충청북도 단양군
자연 및 풍경감상,음식관광(지역 맛집 등),"야외 위락 및 스포츠, 레포츠 활동",,,휴식/휴양,,,,,,,,,,드라마 촬영지 방문,,,,,,충청북도 단양군
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,드라마 촬영지 방문,,,,,,충청북도 청주시
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),"야외 위락 및 스포츠, 레포츠 활동",,,휴식/휴양,,,,,,,,,,드라마 촬영지 방문,,,,,,강원도 춘천시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,드라마 촬영지 방문,,,,,,충청남도 보령시
,,,,,휴식/휴양,,,,,,,,,,,,,,,,강원도 강릉시
,,,,,,,,,,,교육/체험 프로그램 참가,,,,,,,,,,충청북도 충주시
,,,,,,,쇼핑,,,,,,,,,,,,,,경기도 여주시
,,,,,휴식/휴양,,,,,,,,,,,,,,,,강원도 원주시
자연 및 풍경감상,,,,,,,,,,,,,,,,,,,,,충청북도 청주시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,,,,,강원도 강릉시
,,,,,,,,,,,,,,,,,,,교육/훈련/연수,,충청북도 충주시
,,,,,,,,,,,,,,,,,,회의참가/시찰,,,강원도 원주시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,,,,,전라북도 정읍시
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,시티투어,,,,,,,부산광역시 영도구
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,온천/스파,,,,,,,,시티투어,,,,,,,강원도 고성군
